"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0000.mp3","sun","3174","pernyataan umum ngeunaan hak hak asasi manusa sakabeh manusa"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0001.mp3","sun","3174","gubragna ka alam dunya teh bari nampa hak hak anu sarua jeung mutlak"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0002.mp3","sun","3174","kalawan dibarung ku ayana kabebasan anu fundamental"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0003.mp3","sun","3174","perserikatan bangsa bangsa boga komitmen pikeun nanjeurkeun jeung nangtayungan hak hak asasi manusa sakumna"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0004.mp3","sun","3174","ieu komitmen teh awalna lahir dina piagem perserikatan bangsa bangsa anu ngeceskeun kayakinan sakumna bangsa di ieu dunya kana ayana hak hak asasi manusa anu fundamental dina martabat katut ajen kamanusaan"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0005.mp3","sun","3174","dina pernyataan umum ngeunaan hak hak asasi manusa"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0006.mp3","sun","3174","perserikatan bangsa bangsa nerangkeun kalawan eces ngeunaan hak hak anu geus jadi milikna saban jalma sacara adil"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0007.mp3","sun","3174","eta hak hak teh saestuna pisan bogana saderek"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0008.mp3","sun","3174","eta hak   hak teh saestuna pisan mangrupa hak saderek"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0009.mp3","sun","3174","atuh ku kituna  saderek kedah wanoh kana hak hak saderek teh"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0010.mp3","sun","3174","heg jalankeun eta hak hak teh boh keur diri urang pribadi boh pikeun sasama"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0011.mp3","sun","3174","pernyataan umum ngeunaan hak   hak asasi manusa mukadimah dumasar ku ayana timbangan yen pangakuan kana ayana martabat alamiah katut hak hak anu sarua ti sakumna anggota kulawarga manusa nu dasarna kamerdikaan"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0012.mp3","sun","3174","kaadilan jeung perdamaian di dunya"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0013.mp3","sun","3174","ku ayana timbangan yen ngalelewodehkeun katut nganggap enteng kana hak hak manusa teh geus nyiptakeun polah   polah bengis anu nimbulkeun kaceuceub kana nurani manusa tur ngawangun hiji dunya tempat manusa ngasaan nikmatna kabebasan nyarita jeung ngagem agama sarta bebas tina kasieun jeung katuna"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0014.mp3","sun","3174","geus ditembrakkeun salaku cita cita luhung ti rahayat biasa"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0015.mp3","sun","3174","ku ayana timbangan yen hak hak manusa teh perlu ditangtayungan ku aturan hukum sangkan ulah milih cara anu kapaksa dina ngalawan nu lalim jeung anu resep ngajajah"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0016.mp3","sun","3174","ku ayana timbangan yen dina ngabina hubungan duduluran di antara nagara nagara perlu dironjatkeun"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0017.mp3","sun","3174","ku ayana timbangan yen bangsa bangsa ti perserikatan bangsa bangsa dina piagem perserikatan bangsa bangsa geus ngeceskeun deui ayana kapercayaan kana hak hak dasar manusa katut hak hak anu sajajar boh keur lalaki boh keur awewe"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0018.mp3","sun","3174","jeung geus mutuskeun rek ngarojong kamajuan sosial jeung taraf hirup anu leuwih hade dina kamerdikaan nu leuwih jembar"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0019.mp3","sun","3174","ku ayana timbangan yen nagara nagara anggota geus guyub pikeun ngahontal kamajuan nu mangrupa pangajen jeung rasa hormat sacara umum kana hak hak asasi manusa sarta kana kabebasan   kabebasan anu asasi"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0020.mp3","sun","3174","ku jalan gawebabarengan jeung perserikatan bangsa bangsa"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0021.mp3","sun","3174","ku ayana timbangan yen janji ayana paham anu sarua ngeunaan hak hak jeung kabebasan kabebasan teh kacida pentingna pikeun dilaksanakeun kalawan daria"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0022.mp3","sun","3174","atuh ku kituna majelis umum ku jalan ieu ngaproklamasikeun pernyataan umum ngeunaan hak   hak asasi manusa salaku standar umum hiji hijina pikeun ngahasilkeun sakumna bangsa katut sakumna nagara"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0023.mp3","sun","3174","kalawan tujuanana malar saban jalma jeung saban badan badan masarakat"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0025.mp3","sun","3174","ngajamin ayana pangakuan jeung pangajen anu universal jeung efektif"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0026.mp3","sun","3174","ti sakumna bangsa nagara anggota sorangan"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0027.mp3","sun","3174","boh ti bangsa bangsa anu aya di wilayah kawasan hukum luar ti eta"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0028.mp3","sun","3174","pasal hiji sakumna jalma gubrag ka alam dunya teh sifatna merdika jeung boga martabat katut hak hak anu sarua"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0029.mp3","sun","3174","maranehna dibere akal jeung hate nurani  campur gaul jeung sasamana aya dina sumanget duduluran"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0030.mp3","sun","3174","pasal dua saban jalma boga hak kana sakumna hak jeung kabebasan anu dicatetkeun dina ieu pernyataan bari teu diiwalkeun"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0031.mp3","sun","3174","saperti perbedaan ras"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0032.mp3","sun","3174","warna kulit jenis kelamin basa agama pulitik atawa pandangan sejen"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0034.mp3","sun","3174","saterusna moal dibeda bedakeun ngeunaan kadudukan pulitik"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0035.mp3","sun","3174","hukum atawa kadudukan internasional ti nagara atawa daerah mana manana"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0036.mp3","sun","3174","naha eta jalma teh datang ti nagara nu geus merdika"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0037.mp3","sun","3174","atawa ti nagara anu bentukna wilayah wilayah perwalian"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0038.mp3","sun","3174","jajahan atawa anu aya dina handapeun kadaulatan nagara sejen"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0039.mp3","sun","3174","pasal tilu sakumna jalma  saha bae  boga hak kana kahirupanana  kabebasanana sarta kasalamatenana"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0040.mp3","sun","3174","pasal opat sing saha bae  teu meunang diperbudak atawa dibujangkeun"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0041.mp3","sun","3174","perbudakan atawa perdagangan budak nu kumaha bae rupana kudu dihulag"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0042.mp3","sun","3174","pasal lima sing saha bae teu meunang nandangan panyiksa atawa kakejeman"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0043.mp3","sun","3174","atawa narima hukuman anu jauh tina rasrasan atawa nampa panghina"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0044.mp3","sun","3174","pasal genep sing saha bae nampa pangaku nu sarua di hareupeun hukum  di mana bae ayana"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0045.mp3","sun","3174","pasal tujuh sing saha bae"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0046.mp3","sun","3174","boga kadudukan sajajar di hareupeun hukum jeung ngabogaan hak dina narima panangtayungan hukum bari teu diwilah wilah"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0047.mp3","sun","3174","sakumna jalma boga hak anu sarua dina narima panangtayungan tina polah polah anu sok ngawilah wilah anu patukang tonggong jeung ieu pernyataan"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0048.mp3","sun","3174","katut tina sagala rupa hasudan anu deukeut deukeut kana polah diskriminasi"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0049.mp3","sun","3174","pasal dalapan sing saha bae"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0050.mp3","sun","3174","sacara mandiri boga hak dina mulangkeun deui ngaran hade ti pangadilan nasional anu boga urusan dina nguruskeun tindakan tindakan nu ngarempak hak hak fundamental anu dibikeun ka manehna ku undang undang dasar atawa hukum"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0051.mp3","sun","3174","pasal salapan sing saha bae teu meunang ditewak  ditahan atawa dibuang bari sawenang wenang"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0052.mp3","sun","3174","pasal sapuluh sing saha bae"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0054.mp3","sun","3174","boga hak nampa kaadilan ti pangadilan sacara adil jeung nembrak jeung henteu mihak"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0055.mp3","sun","3174","dina netepkeun hak jeung kawajiban kawajibanana sarta tina saban tungtutan pidana anu ditibankeunana"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0056.mp3","sun","3174","pasal sabelas sing saha bae anu unggah balewatangan ku sabab disangka ngarempak hukum"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0057.mp3","sun","3174","ulah waka dianggap salah  satungtung ku pangadilan anu terbuka acan dibuktikeun kasalahanana"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0058.mp3","sun","3174","manehna boga jaminan anu diperlukeun dina pembelaanana"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0059.mp3","sun","3174","sing saha bae teu meunang disalahkeun geus ngarempak hukum dumeh polahna anu lalawora satungtung henteu ngarempak hukum dumasar kana undang undang nasional boh kana undang undang internasional waktu eta polah dipigawe"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0061.mp3","sun","3174","pasal dua belas sing saha bae teu meunang diganggu sacara sawenang wenang kana urusan pribadina"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0062.mp3","sun","3174","kulawargana  rumah tanggana atawa mun manehna ngayakeun hubungan surat sinurat"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0063.mp3","sun","3174","pon kitu deui dipahing ngaganggu kana kahormatan sarta ngaruksak ngaran manehna"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0064.mp3","sun","3174","sakumna jalma boga hak narima panangtayungan hukum tina gangguan jeung polah polah sarupa kitu"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0065.mp3","sun","3174","pasal tilu belas sing saha bae boga hak kana kabebasan"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0066.mp3","sun","3174","boh anu kumelendang boh anu cicing dina wates wates saban nagara"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0067.mp3","sun","3174","sing saha bae boga hak pikeun ninggalkeun nagara mana bae"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0068.mp3","sun","3174","kaasup nagarana sorangan  jeung boga hak pikeun balik deui ka nagarana sorangan"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0069.mp3","sun","3174","pasal opat belas sing saha bae boga hak neangan suaka  panyalindungan  di nagri sejen pikeun neangan katengtreman jeung katingtriman katut panangtayungan dirina ti pihak pihak sejen anu ngudag ngudag manehna"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0070.mp3","sun","3174","tapi ieu hal teh henteu lumaku pikeun kasus jalma anu diudag udag alatan polah polah kajahatan  pidana  anu taya patula patalina jeung pulitik atawa alatan polah polah anu tojaiah jeung tujuan katut dasar perserikatan bangsa bangsa"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0072.mp3","sun","3174","sing saha bae kawarganagaraanana teu bisa dicabut sacara samena mena"
"train/sundanese/universal-declaration-of-human-rights/human_rights_un_sun_brc_0073.mp3","sun","3174","atawa ditolak hakna dina ngaganti kawarga nagaraanana"
