train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0000.mp3,min,3232,manusia sadonyo lahia ka dunia mambao hak hak dan kamardekaan mandasar nan samo dan indak dapek dipisahkan,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0000.wav
train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0001.mp3,min,3232,limbago perserikatan bangsa bangsa batekad untuak manjunjuang tinggi,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0001.wav
train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0002.mp3,min,3232,manggiatkan dan malinduangi hak hak asasi tiok urang,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0002.wav
train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0003.mp3,min,3232,tekad ko bamulo dari piagam perserikatan bangsa bangsa,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0003.wav
train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0004.mp3,min,3232,nan mangukuahkan kayakinan umat manusia di dunia taradok hak hak asasi dan martabat nan mandasar sarato nilai manusia sacaro pribadi,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0004.wav
train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0005.mp3,min,3232,dalam deklarasi sadunia hak hak asasi manusia,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0005.wav
train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0006.mp3,min,3232,perserikatan bangsa bangsa mauraikan sacaro jaleh hak hak nan dimiliki tiok urang,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0006.wav
train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0007.mp3,min,3232,hak hak ko adolah milik awak,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0007.wav
train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0008.mp3,min,3232,itulah hak hak awak,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0008.wav
train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0010.mp3,min,3232,bantulah mawujudkan dan mampatahankannyo untuak diri awak surang atau pun untuak sasamo umat manusia,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0010.wav
train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0011.mp3,min,3232,deklarasi sadunia hak hak asasi manusia mukadimah sasungguahnyo pangakuan taradok martabat dasar dan hak hak nan samo sarato mutlak dari tiok anggota kaluarga manusia adolah landasan dari kamardekaan,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0011.wav
train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0012.mp3,min,3232,kaadilan dan pardamaian di dunia,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0012.wav
train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0013.mp3,min,3232,sasungguahnyo sikap tak paduli dan malecehkan hak hak asasi manusia tabukti mangakibatkan parilaku biadab nan sangat malukoi nurani umat manusia,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0013.wav
train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0014.mp3,min,3232,dan alah dicanangkannyo suatu dunia di ma tiok urang dapek manikmati kabebasan manyampaikan pandapek,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0014.wav
train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0015.mp3,min,3232,bakayakinan,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0015.wav
train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0017.mp3,min,3232,sabagai cito cito paliang tinggi dari sadonyo urang,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0017.wav
train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0018.mp3,min,3232,sasungguahnyo supayo urang indak tapaso mamiliah barontak sabagai usaho pangabisan untuak manantang kazaliman dan panindasan,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0018.wav
train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0019.mp3,min,3232,hak hak asasi manusia paralu dijamin malalui tartib hukum,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0019.wav
train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0020.mp3,min,3232,sasungguahnyo paralu bana mamajukan pangambangan hubuangan basahabat di antaro banso banso di dunia,wav_converted/train/minangkabau/universal-declaration-of-human-rights/human_rights_un_min_sd_0020.wav
